Training,9.35E+017,bendigobank,"Apple Pay is now here! 

Using Apple Pay with your iPhone or Apple Watch is the easy, secure and private way to pay_ https://t.co/8ZgDvs4YbG",Positive,,,,21
Training,9.35E+017,iPhoneHackx,iPhone X Side Button Cheat Sheet: 11 Things You Need to Use the Side Button https://t.co/7DcsJQgNjL #ApplePay_ https://t.co/ZyTeNji2SV,Positive,,,,11
Training,9.34E+017,Uberfailjimmy,@lennythepen @Apple @ApplePay @tim_cook @FBI Theyll soon realise were being heard when their profits take a_ https://t.co/SiBXeL4ESq,Negative,,,,2
Training,9.34E+017,Sarcoma_UK,Now its even easier to support #TeamSarcoma with @JustGiving. Were one of the first charities to accept #ApplePay. https://t.co/NrRD5tKlq6,Positive,,,,7
Training,9.33E+017,flaviog,"#Puromac 468: 'ApplePay con FaceID :-(' publicado!
https://t.co/1C0EQdrydr
https://t.co/O18LnFtl7v_ https://t.co/v0vvKxkmkE",Positive,,,,7
Training,9.33E+017,kevinkeitai,But when you @AskTarget theyre still working on or looking into #ApplePay https://t.co/GjMiBkuv9J,Neutral,,,,0
Training,9.33E+017,Dazeinfo,"According to Juniper Research, Apple Pay will rule the mobile wallet industry for the next few years.
Read:_ https://t.co/stk3SjUXeE",Positive,,,,2
Training,9.33E+017,ushyaku,Are you ready to take your business to the next level? Just share your idea with our experts at @ushyaku and kick o_ https://t.co/zzpaD1mwye,Neutral,,,,4
Training,9.32E+017,WilliamKluss,@HEB you know what would be a better option then me holding my card? If you enable NFC. #ApplePay #getwiththetimes_ https://t.co/7EqDuLmIF4,Positive,,,,1
Training,9.32E+017,govevue,UPDATE! you can now purchase #Vevue Tokens with #ApplePay. More ICO updates here:  https://t.co/nCOOsityjR_ https://t.co/nxSinugCxB,Positive,,,,4
Training,9.32E+017,Daily_Dripper,"When you need a new battery...
BAD 
#iPhone @Apple #ApplePay #SaturdayMotivation https://t.co/k8ur0Gv9DA",Neutral,,,,3
Training,9.35E+017,sbono14,"@zcichy Apples ability to set the agenda has been spotty lately. Among others, iBooks, Newstand, Passport/Wallet_ https://t.co/GEuGfXEce3",Negative,,,,4
Training,9.35E+017,Phronesis_inc,"With the likes of #applepay and #AndroidPay growing everyday, along with the #contactless cards, would this be enou_ https://t.co/VlS3LibHRL",Neutral,,,,0
Training,9.35E+017,tkradio,"If @wmata in DC and @Apple could find way to make @SmartTrip cards work via #iOS app, #applepay + #AppleWatch it wo_ https://t.co/xCvLikYsz4",Positive,,,,6
Training,9.34E+017,obsoletegenius,"Hey you guys, its Black Friday, and we are going to: Rock. It. So lets get out there and probe for business, and_ https://t.co/bxdXCa25Jp",Positive,,,,10
Training,9.34E+017,WeAreMotivation,You can now support @WeAreMotivation on @JustGiving with @Apple #ApplePay - you can donate with just a touch and it_ https://t.co/tOaAt3Gt3z,Positive,,,,1
Training,9.33E+017,mikestokoe,"Paying with #Apple by #stokoecartoons 
#ApplePay #Retail #BlackFriday https://t.co/NuRZIlpGFu",Neutral,,,,2
Training,9.33E+017,ASPnix,"Improve your #customer relations with top-quality #modules, #addons, #payment gateways &amp; more for #WHMCS! 
More Inf_ https://t.co/Pfqba5Vryq",Neutral,,,,1
Training,9.33E+017,J0hnnyXm4s,Now @jaku and I are having trouble sorting out how the ApplePay beta works. I think were doing it wrong. https://t.co/EKEFV5WIgB,Negative,,,,3
Training,9.33E+017,debogoso,I donated to @ageuklondon using #ApplePay on @JustGiving cos our fintech team is _ &amp; @jon_bedford is a pro https://t.co/ZWJqTJlW4i,Positive,,,,6
Training,9.33E+017,FortressGB,Congrats to everyone at @wembleystadium @apple pay (UK) and our team. Wembley scores UK first with contactless tick_ https://t.co/uydRS6GzKV,Positive,,,,2
Training,9.33E+017,rob_versaw,Interested in how #bitcoin will be used in the future? Check out my article in Forbes on how #ApplePay and_ https://t.co/t5Xpen6YOJ,Positive,,,,1
Training,9.33E+017,FerhanPatel,The 10 countries where apps like #Venmo and #ApplePay could replace cash sooner than you think https://t.co/nJJZwGmdQO,Positive,,,,2
Training,9.32E+017,BKFUniversity,"The question to ask yourself everytime you open your wallet ISNT how do I make this easier to do next time, the q_ https://t.co/hQIhn5ZSZO",Positive,,,,2
Training,9.35E+017,sharonodea,@JasonBates Ironically I'm listening while drinking a pint I paid for with ApplePay. The barman was impressed at ho_ https://t.co/7MoM06bygy,Positive,,,,1
Training,9.35E+017,MrClarkL,@GlosLiveOnline With ApplePay you arent limited to Σ30. There isnt a limit like a contactless debit or credit car_ https://t.co/Sdy4Viy8Ib,Positive,,,,0
Training,9.35E+017,NFCTimes4News,Norwegian Banks Move to Defend Against Global Tech Giants by Uniting Payments Services https://t.co/mcFpTsGAuG #nfc #ApplePay,Negative,,,,0
Training,9.35E+017,NickTheSilent,@AP4Liberty I remember when Apple banned the Coinbase app from the AppStore because #bitcoin competed with ApplePay_ https://t.co/bcfHXeFW4X,Negative,,,,1
Training,9.35E+017,iBeckTech,"Ordered a #Christmas gift for my roommate in the @Target app. Got 15 percent off, free shipping, and I was able to_ https://t.co/8MK1mOpUdG",Positive,,,,1
Training,9.35E+017,iamCarsonTaylor,Future things I need in Animal Crossing: ability to send letters to friends. Fossils. Resetti. All that Gracie grac_ https://t.co/EIQggJWag3,Neutral,,,,1
Training,9.35E+017,admin_crypto,CRYPTERIUM is a crypto bank that will combine very necessary and promising services  -  https://t.co/4vYf7mb3Tg_ https://t.co/ePQLOpvpqA,Neutral,,,,4
Training,9.35E+017,adk431,#Apple #ApplePayAustralia #CBA #NAB #ANZ Why is it that the remaining 3 big banks refuse to implement ApplePay when_ https://t.co/mYD8i9ETpY,Negative,,,,0
Training,9.34E+017,Adam36627207,"@RevolutApp - The sooner you add #ApplePay the sooner I can show my ""traditional"" bank the door. #patientlywaiting https://t.co/YfR1PLGH0E",Neutral,,,,1
Training,9.34E+017,divekaryash,Hey @Apple @AppleSupport Just realised we havent heard anything about #iCloud messages sync and #ApplePay cash. Sup_ https://t.co/eailsZw4Mw,Positive,,,,1
Training,9.34E+017,hebtroco,Our website has #ApplePay so you can checkout with one finger even if you are drunk. No typing needed._ https://t.co/6HCTBq2VUu,Positive,,,,1
Training,9.34E+017,JDComforte,The iPhone is the most popular smartphone in the UK https://t.co/aQzy5Fnye8 #iphone #UK #mobilephone #applepay,Positive,,,,2
Training,9.34E+017,CharismaRecruit,You can now donate on JustGiving with Apple Pay #UKFundraising #ApplePay @JustGiving https://t.co/oo0XcE7VHq,Positive,,,,0
Training,9.34E+017,obsidiansec,"#BlackFriday is a good day to be a shopper, but it's a great day to be a hacker. So enjoy the deals, but keep secur_ https://t.co/uqoYAQsOQY",Positive,,,,0
Training,9.34E+017,Gameandwildlife,Great news! @JustGiving now accept #ApplePay so it's even easier for you to donate to @TrooperSnooks who is running_ https://t.co/fmKdQ336ia,Positive,,,,3
Training,9.34E+017,CarolIngley,How fast will Apple Pay grow?  #ApplePay #AppleWatch #iPhone https://t.co/QSMlTkTHwi,Positive,,,,0
Training,9.34E+017,Mort_on_Finance,"So, just to confuse you a little...apparently these are the #MobilePayments non-mobile payment users would consider_ https://t.co/q0QMiRCdQH",Positive,,,,0
Training,9.34E+017,iBeckTech,My mom woke up to some charges on her credit card that she did not make. I suspect someone got ahold of her card be_ https://t.co/E77OjQymin,Positive,,,,1
Training,9.33E+017,BillsGirlGina,@RalphsGrocery Ive shopped in your stores for more than 20 years. But Im going to have to start shopping at_ https://t.co/u2Vh6mRgTI,Positive,,,,1
Training,9.33E+017,miva,"How Miva Client, .@PlantTherapy, Achieved Dramatic Results by Adding #ApplePay https://t.co/O38azBWIX6",Positive,,,,3
Training,9.33E+017,isitohbi,"ITEMS FOR SALE:
- Shipping NOT included in price. Buyer pays &amp; can choose method (standard, priority, overnight)
-_ https://t.co/1uVJu3WIqY",Positive,,,,2
Training,9.33E+017,passworksio,#Mobile devices will become the center point of transactions instead of store cashiers. #Retailers should focus on_ https://t.co/9ZjXjjnMVe,Positive,,,,3
Training,9.33E+017,stiel,You can now donate on JustGiving with #ApplePay https://t.co/5Jlcd6ZPyp,Positive,,,,1
Training,9.33E+017,PekkaPekkala,You have a website. With a store. Lots of people coming in. Woohoo! But they are not buying! :( Here is a checklist_ https://t.co/DrbAnUxJNd,Positive,,,,3
Training,9.33E+017,claragoldsmith,One more for #ApplePay in France! https://t.co/m5kTiQm8zs,Positive,,,,0
Training,9.33E+017,Cognac71,https://t.co/VvY2Dc4UP0 shocking to see how French banking system is so late to adopt new means of payment compared_ https://t.co/UpcafvJQRE,Positive,,,,1
Training,9.33E+017,shortmsgs,"@CommBank I don't want to be annoying, but can someone there please answer my simple question, now posed repeatedly_ https://t.co/c9W1IxFwoI",Positive,,,,0
Training,9.33E+017,mondopiccolo,When will Swiss Banks realize that the best way to get new customers and differentiate is to forget about #twint an_ https://t.co/EoB70gZV5i,Positive,,,,2
Training,9.33E+017,POSPartnersLLC,"@torchystacos Now Accepting, #EMV #ApplePay #AndroidPay @ Preston Location in Dallas. @RPOWERPOS @crstexaspos https://t.co/6BVamPOf08",Positive,,,,0
Training,9.35E+017,bpain001,Do you know how many of my online purchases have been stopped dead in their tracks because the merchant doesnt off_ https://t.co/k7HeQTP8pS,Positive,,,,0
Training,9.35E+017,stiel,Apple highlights #ApplePay charity resources for 'Giving Tuesday' https://t.co/aAo3UbcEYW,Positive,,,,0
Training,9.35E+017,decanteddiva,Now accepting Apple Pay! #ApplePay @Square https://t.co/gUimYJ8OBM,Positive,,,,0
Training,9.35E+017,MacFan2410,The gas attendant at the BP was so joyed when I used #FaceID and #ApplePay I heard her happily telling the next cus_ https://t.co/RvxQppGXqM,Positive,,,,0
Training,9.35E+017,MarcelB24,"So, @Apple, it is about time for #ApplePay in The Netherlands. Its only logical! https://t.co/RZJbvaTUaa",Positive,,,,2
Training,9.35E+017,Adamski,"@AppleSupport trying to use #ApplePay on @BHPhotoVideo for an order however I get an error on my shipping address,_ https://t.co/O4FKwGiqAS",Negative,,,,0
Training,9.35E+017,iBeckTech,Just realized that I got the new @garyvee Crushing It book cheaper by pre-ordering it through @Target than I woul_ https://t.co/hJq4WhfIlZ,Positive,,,,1
Training,9.35E+017,aviflombaum,@Chimmy31 @mdudas Its an incredible product powering PoS with lots of room to grow and personal transfers are grow_ https://t.co/x6dE1cuE1Y,Negative,,,,0
Training,9.35E+017,JanesMike,"Very cool... @StJude @RedCross @RED

""The Gift of Giving  Made Easier and More Secure With #ApplePay."" #AAPL_ https://t.co/pqfoOHJtvq",Positive,,,,0
Training,9.35E+017,FerhanPatel,Why isn't #ApplePay taking off? https://t.co/mSXcMusEwl,Negative,,,,0
Training,9.35E+017,kate_eardley,@Tesco Why do you still have a Σ30 limit on #ApplePay? Time to catch up with @sainsburys @marksandspencer @waitrose https://t.co/X0MUerbWq8,Positive,,,,0
Training,9.35E+017,BluePay,"Small merchants, here's what it'll cost you to implement #ApplePay at your retail store: https://t.co/UhbjEFPF0t #smallbiz #mobile",Positive,,,,1
Training,9.35E+017,commchoicecu,Its #CyberMonday! Did you know making online purchases with your Community Choice Visa #debit and #credit cards th_ https://t.co/bWXaLlbFsy,Positive,,,,1
Training,9.35E+017,mcdougal25,When #applepay refuses to work and theres ten people behind you in the queue @sainsburys. All good when a lovely e_ https://t.co/nx6oxHYeHF,Negative,,,,0
Training,9.33E+017,Kamiren_23,sonia: should iُ go to school? wait actually do you take applepay? https://t.co/cvbZ233gs4,Positive,,,,14
Predicted,9.35E+017,OSIRIS8_,"RT @BrianRoemmele: My hobby is now an app. I humbly submit for you: @PayFinders the fastest way to discover #ApplePay locations. 

https://_",Positive,0.3383114472,0.3313790619,0.3303094909,0
Predicted,9.35E+017,IanKayai,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.34E+017,EricHoffman2,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.34E+017,itechme_,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.33E+017,Khamphaokeolep1,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.33E+017,rrguezp,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.33E+017,AllenChen25,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.33E+017,akrm_gavad,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.33E+017,burgo00,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.33E+017,jfabs,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.32E+017,DianAndrianto05,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.32E+017,TamakoBird,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.32E+017,khalifirgii,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.32E+017,kalburgivinodh,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.32E+017,dragon_star33,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.32E+017,ESchewel,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.32E+017,MudgeeMac,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578,0
Predicted,9.35E+017,gladwethoughtof,RT @TD_Canada: Apple Pay. Shop with comfort. Pay with ease. https://t.co/kur83PNKU7 https://t.co/BC8FXDozhM,Positive,0.3377174397,0.3273395294,0.3349430309,0
Predicted,9.35E+017,Marina_Lochner,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.35E+017,Quebreda,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,vishalsinghal,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,alvinfoo,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,Pedra999,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,jcurioca,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,ConnorMay15,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,gvalan,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,VivekBarve3,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,PersonalizaloDD,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,AnthonyCH76,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,LeoLanahan,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,Renswick_,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,DarcyOyewoleWeb,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,ShayvsConnor18,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,Scede_io,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,migster_suave,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,ELEKSSoftware,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,nocomp,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,ramseshk,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,litglasspr,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,WarrenMills88,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,EmmaChapman77,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,KimberlyCorni19,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,chuckwilson93,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,barbtaylor111,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,DarleneBurris,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,Biscottilenore,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,ErbeKathryn,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,JasmineKerr44,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,UhuraMcCormick,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,suzieqnelson,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,ruthienelson36,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
Predicted,9.34E+017,DorothyPCarter,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595,0
