Training,UPDATE! you can now purchase #Vevue Tokens with #ApplePay. More ICO updates here:  https://t.co/nCOOsityjR_ https://t.co/nxSinugCxB,Positive,,,
Training,"When you need a new battery...
BAD 
#iPhone @Apple #ApplePay #SaturdayMotivation https://t.co/k8ur0Gv9DA",Neutral,,,
Training,"@zcichy Apples ability to set the agenda has been spotty lately. Among others, iBooks, Newstand, Passport/Wallet_ https://t.co/GEuGfXEce3",Negative,,,
Training,"With the likes of #applepay and #AndroidPay growing everyday, along with the #contactless cards, would this be enou_ https://t.co/VlS3LibHRL",Neutral,,,
Training,"If @wmata in DC and @Apple could find way to make @SmartTrip cards work via #iOS app, #applepay + #AppleWatch it wo_ https://t.co/xCvLikYsz4",Positive,,,
Training,"Hey you guys, its Black Friday, and we are going to: Rock. It. So lets get out there and probe for business, and_ https://t.co/bxdXCa25Jp",Positive,,,
Training,You can now support @WeAreMotivation on @JustGiving with @Apple #ApplePay - you can donate with just a touch and it_ https://t.co/tOaAt3Gt3z,Positive,,,
Training,"Paying with #Apple by #stokoecartoons 
#ApplePay #Retail #BlackFriday https://t.co/NuRZIlpGFu",Neutral,,,
Training,"Improve your #customer relations with top-quality #modules, #addons, #payment gateways &amp; more for #WHMCS! 
More Inf_ https://t.co/Pfqba5Vryq",Neutral,,,
Training,Now @jaku and I are having trouble sorting out how the ApplePay beta works. I think were doing it wrong. https://t.co/EKEFV5WIgB,Negative,,,
Training,I donated to @ageuklondon using #ApplePay on @JustGiving cos our fintech team is _ &amp; @jon_bedford is a pro https://t.co/ZWJqTJlW4i,Positive,,,
Training,Congrats to everyone at @wembleystadium @apple pay (UK) and our team. Wembley scores UK first with contactless tick_ https://t.co/uydRS6GzKV,Positive,,,
Training,Interested in how #bitcoin will be used in the future? Check out my article in Forbes on how #ApplePay and_ https://t.co/t5Xpen6YOJ,Positive,,,
Training,The 10 countries where apps like #Venmo and #ApplePay could replace cash sooner than you think https://t.co/nJJZwGmdQO,Positive,,,
Training,"The question to ask yourself everytime you open your wallet ISNT how do I make this easier to do next time, the q_ https://t.co/hQIhn5ZSZO",Positive,,,
Training,@JasonBates Ironically I'm listening while drinking a pint I paid for with ApplePay. The barman was impressed at ho_ https://t.co/7MoM06bygy,Positive,,,
Training,@GlosLiveOnline With ApplePay you arent limited to Σ30. There isnt a limit like a contactless debit or credit car_ https://t.co/Sdy4Viy8Ib,Positive,,,
Training,Norwegian Banks Move to Defend Against Global Tech Giants by Uniting Payments Services https://t.co/mcFpTsGAuG #nfc #ApplePay,Negative,,,
Training,@AP4Liberty I remember when Apple banned the Coinbase app from the AppStore because #bitcoin competed with ApplePay_ https://t.co/bcfHXeFW4X,Negative,,,
Training,"Ordered a #Christmas gift for my roommate in the @Target app. Got 15 percent off, free shipping, and I was able to_ https://t.co/8MK1mOpUdG",Positive,,,
Training,Future things I need in Animal Crossing: ability to send letters to friends. Fossils. Resetti. All that Gracie grac_ https://t.co/EIQggJWag3,Neutral,,,
Training,CRYPTERIUM is a crypto bank that will combine very necessary and promising services  -  https://t.co/4vYf7mb3Tg_ https://t.co/ePQLOpvpqA,Neutral,,,
Training,#Apple #ApplePayAustralia #CBA #NAB #ANZ Why is it that the remaining 3 big banks refuse to implement ApplePay when_ https://t.co/mYD8i9ETpY,Negative,,,
Training,"@RevolutApp - The sooner you add #ApplePay the sooner I can show my ""traditional"" bank the door. #patientlywaiting https://t.co/YfR1PLGH0E",Neutral,,,
Training,Hey @Apple @AppleSupport Just realised we havent heard anything about #iCloud messages sync and #ApplePay cash. Sup_ https://t.co/eailsZw4Mw,Positive,,,
Training,Our website has #ApplePay so you can checkout with one finger even if you are drunk. No typing needed._ https://t.co/6HCTBq2VUu,Positive,,,
Training,The iPhone is the most popular smartphone in the UK https://t.co/aQzy5Fnye8 #iphone #UK #mobilephone #applepay,Positive,,,
Training,You can now donate on JustGiving with Apple Pay #UKFundraising #ApplePay @JustGiving https://t.co/oo0XcE7VHq,Positive,,,
Training,"#BlackFriday is a good day to be a shopper, but it's a great day to be a hacker. So enjoy the deals, but keep secur_ https://t.co/uqoYAQsOQY",Positive,,,
Training,Great news! @JustGiving now accept #ApplePay so it's even easier for you to donate to @TrooperSnooks who is running_ https://t.co/fmKdQ336ia,Positive,,,
Training,How fast will Apple Pay grow?  #ApplePay #AppleWatch #iPhone https://t.co/QSMlTkTHwi,Positive,,,
Training,"So, just to confuse you a little...apparently these are the #MobilePayments non-mobile payment users would consider_ https://t.co/q0QMiRCdQH",Positive,,,
Training,My mom woke up to some charges on her credit card that she did not make. I suspect someone got ahold of her card be_ https://t.co/E77OjQymin,Positive,,,
Training,@RalphsGrocery Ive shopped in your stores for more than 20 years. But Im going to have to start shopping at_ https://t.co/u2Vh6mRgTI,Positive,,,
Training,"How Miva Client, .@PlantTherapy, Achieved Dramatic Results by Adding #ApplePay https://t.co/O38azBWIX6",Positive,,,
Training,"ITEMS FOR SALE:
- Shipping NOT included in price. Buyer pays &amp; can choose method (standard, priority, overnight)
-_ https://t.co/1uVJu3WIqY",Positive,,,
Training,#Mobile devices will become the center point of transactions instead of store cashiers. #Retailers should focus on_ https://t.co/9ZjXjjnMVe,Positive,,,
Training,You can now donate on JustGiving with #ApplePay https://t.co/5Jlcd6ZPyp,Positive,,,
Training,You have a website. With a store. Lots of people coming in. Woohoo! But they are not buying! :( Here is a checklist_ https://t.co/DrbAnUxJNd,Positive,,,
Training,One more for #ApplePay in France! https://t.co/m5kTiQm8zs,Positive,,,
Training,https://t.co/VvY2Dc4UP0 shocking to see how French banking system is so late to adopt new means of payment compared_ https://t.co/UpcafvJQRE,Positive,,,
Training,"@CommBank I don't want to be annoying, but can someone there please answer my simple question, now posed repeatedly_ https://t.co/c9W1IxFwoI",Positive,,,
Training,When will Swiss Banks realize that the best way to get new customers and differentiate is to forget about #twint an_ https://t.co/EoB70gZV5i,Positive,,,
Training,"@torchystacos Now Accepting, #EMV #ApplePay #AndroidPay @ Preston Location in Dallas. @RPOWERPOS @crstexaspos https://t.co/6BVamPOf08",Positive,,,
Training,Do you know how many of my online purchases have been stopped dead in their tracks because the merchant doesnt off_ https://t.co/k7HeQTP8pS,Positive,,,
Training,Apple highlights #ApplePay charity resources for 'Giving Tuesday' https://t.co/aAo3UbcEYW,Positive,,,
Training,Now accepting Apple Pay! #ApplePay @Square https://t.co/gUimYJ8OBM,Positive,,,
Training,The gas attendant at the BP was so joyed when I used #FaceID and #ApplePay I heard her happily telling the next cus_ https://t.co/RvxQppGXqM,Positive,,,
Training,"So, @Apple, it is about time for #ApplePay in The Netherlands. Its only logical! https://t.co/RZJbvaTUaa",Positive,,,
Training,"@AppleSupport trying to use #ApplePay on @BHPhotoVideo for an order however I get an error on my shipping address,_ https://t.co/O4FKwGiqAS",Negative,,,
Training,Just realized that I got the new @garyvee Crushing It book cheaper by pre-ordering it through @Target than I woul_ https://t.co/hJq4WhfIlZ,Positive,,,
Training,@Chimmy31 @mdudas Its an incredible product powering PoS with lots of room to grow and personal transfers are grow_ https://t.co/x6dE1cuE1Y,Negative,,,
Training,"Very cool... @StJude @RedCross @RED

""The Gift of Giving  Made Easier and More Secure With #ApplePay."" #AAPL_ https://t.co/pqfoOHJtvq",Positive,,,
Training,Why isn't #ApplePay taking off? https://t.co/mSXcMusEwl,Negative,,,
Training,@Tesco Why do you still have a Σ30 limit on #ApplePay? Time to catch up with @sainsburys @marksandspencer @waitrose https://t.co/X0MUerbWq8,Positive,,,
Training,"Small merchants, here's what it'll cost you to implement #ApplePay at your retail store: https://t.co/UhbjEFPF0t #smallbiz #mobile",Positive,,,
Training,Its #CyberMonday! Did you know making online purchases with your Community Choice Visa #debit and #credit cards th_ https://t.co/bWXaLlbFsy,Positive,,,
Training,When #applepay refuses to work and theres ten people behind you in the queue @sainsburys. All good when a lovely e_ https://t.co/nx6oxHYeHF,Negative,,,
Training,sonia: should iُ go to school? wait actually do you take applepay? https://t.co/cvbZ233gs4,Positive,,,
Predicted,"RT @BrianRoemmele: My hobby is now an app. I humbly submit for you: @PayFinders the fastest way to discover #ApplePay locations. 

https://_",Positive,0.3383114472,0.3313790619,0.3303094909
Predicted,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH_",Positive,0.3373155374,0.3271986048,0.3354858578
Predicted,RT @TD_Canada: Apple Pay. Shop with comfort. Pay with ease. https://t.co/kur83PNKU7 https://t.co/BC8FXDozhM,Positive,0.3377174397,0.3273395294,0.3349430309
Predicted,"RT @MikeQuindazzi: Most accepted #FinTech for #MobilePayments?
#Applepay
#Paypal
#Masterpass
#Androidpay
#VisaCheckout
#SamsungPay
https://_",Positive,0.3392589524,0.3302810881,0.3304599595
Predicted,"RT @n26: You can now use @N26 with #ApplePay in Italy, Spain and Finland! Read more on our blog. https://t.co/p1H0X0FG5X",Positive,0.3448963382,0.3260579912,0.3290456706
Predicted,RT @MarcRennard: Our Spanish customers can now pay with their iPhone &amp; @Orange : #OrangeCash now integrates #ApplePay in Spain ! https://t._,Positive,0.34088221,0.3259281341,0.3331896559
Predicted,RT @ChrisHolmesWIN: .@BRPConsulting says #Retail accept #ApplePay more than other mobile payment methods. https://t.co/kVpvgYaCnb,Positive,0.3476442706,0.322557441,0.3297982884
Predicted,RT @kendraowenss: We get our fucking bill and this nigga and his friend trying to ApplePay and the cards kept declining so Iُm embarrassed_,Negative,0.3231223964,0.3531051337,0.3237724699
Predicted,"RT @lennythepen: @Uberfailjimmy @Apple @Apple and @ApplePay are remaining schtum about their involvement and knowledge of #UberHack.

Maybe_",Negative,0.3187230865,0.3541773763,0.3270995372
Predicted,RT @CStoreNews_: #CyberMonday #ecommerce  CyberSecurity CyberMonday Future of #retail shopping experience is powered by artificial intellig_,Neutral,0.3280892068,0.3214017172,0.350509076
Predicted,"RT @lennythepen: What about #Uber hacked #iPhones with #ApplePay?

Hackers may have all the @Applepay details!
Frightening! https://t.co/cK_",Negative,0.319468825,0.3533457841,0.3271853909
Predicted,"RT @rob2775: Wednesday: Had a whinge about bank bizarre block on #ApplePay #Ecommerce #payments over Σ500.

Thursday: Product Director alre_",Neutral,0.3185213588,0.3282495223,0.3532291188
Predicted,"RT @SavetheChildren: This #Thanksgiving, give back by using #ApplePay to donate and help us reach the most vulnerable children in the U.S a_",Positive,0.3449112886,0.327034899,0.3280538124
Predicted,"RT @lennythepen: @Uberfailjimmy @Apple @ApplePay @tim_cook @FBI Tim previously warned Travis about unsecured data__

#Apple customers are fe_",Negative,0.3117657779,0.3598284827,0.3284057393
Predicted,"RT @sffed: In the world of #ApplePay, #Bitcoin &amp; #Square, are the days of #cash numbered? Our #SFFed blog post explores by looking at cash_",Neutral,0.3200677039,0.3254659619,0.3544663341
Predicted,"RT @reneritchie: Used #ApplePay. Literally could not have been easier.

https://t.co/TnupK4KslA https://t.co/xoEsjQiqk9",Positive,0.3486314553,0.3287899296,0.3225786151
Predicted,"RT @JGcauses: BIG NEWS! Donate with #ApplePay is now available to 1,100 UK #charities on @JustGiving making it even easier for people to gi_",Positive,0.3552994976,0.3232732019,0.3214273005
Predicted,"RT @netana_80: Apples record services revenue suggests growth in Apple Pay, Apple Music https://t.co/YoP96uP0oN #digitalization #apple",Neutral,0.3281323404,0.3358409055,0.3360267541
Predicted,"RT @101babich: Payment Revolution: How Apple and Android Are Changing How We Pay for Products Today

https://t.co/Bd4C5STZri

#UX #UI #desi_",Neutral,0.3302014882,0.334669611,0.3351289007
Predicted,RT @appleinsider: .@Apple highlights #ApplePay charity resources for 'Giving Tuesday' https://t.co/iLOuz8LLqb https://t.co/Ux9diljAbA,Positive,0.3426297756,0.3272618966,0.3301083278
Predicted,.@Apple highlights #ApplePay charity resources for 'Giving Tuesday' https://t.co/iLOuz8LLqb https://t.co/Ux9diljAbA,Positive,0.3498223881,0.3233483446,0.3268292673
Predicted,RT @CombatStress: You can now use #ApplePay as a way of donating to us on our @justgiving page. We're excited! @Apple https://t.co/GSs9TcuK_,Positive,0.3540775818,0.3220005239,0.3239218943
Predicted,"RT @ABUDiapers: Since I guess SOME of you are interested, I guess I will make sure ya'll know that Canada and the USA are able to accept Bi_",Neutral,0.3290742589,0.323410728,0.3475150131
Predicted,"RT @DubaiPoliceHQ: Payments at our service centers are much easier with #ApplePay.

#DubaiPolice #YourSecurityOurHappiness https://t.co/9r7_",Positive,0.3454458542,0.3264853958,0.3280687501
Predicted,RT @CStoreNews_: #CyberMondayEC  #ecommerce  #CyberSecurity #CyberMonday Future of #retail shopping experience is powered by artificial int_,Neutral,0.3324967857,0.3215541703,0.345949044
Predicted,"RT @jon_bedford: This is something I am *very* excited about, as we're the *first* fundraising website to offer #ApplePay __ https://t.co/HE_",Positive,0.3462585537,0.3257165882,0.3280248582
Predicted,"RT @technewsinc: Apple Pay makes their first deal with major French Bank, Societe Generale 
#ApplePay https://t.co/rrjnWB36Dq",Neutral,0.3281218719,0.3242131491,0.347664979
Predicted,"RT @Vacatia: Book your holiday #familytravel with
5 ways to pay! _____
_Credit Card
_@AmazonPay
_#ApplePay
_2 to 4 interest-free ""flexpay"" p_",Positive,0.339575643,0.3287683988,0.3316559582
Predicted,RT @iPhoneHackx: iPhone X Side Button Cheat Sheet: 11 Things You Need to Use the Side Button https://t.co/7DcsJQgNjL #ApplePay #iPhoneX #Si_,Positive,0.345569446,0.3267937306,0.3276368234
Predicted,RT @Uberfailjimmy: @lennythepen @Apple @ApplePay @tim_cook @FBI Theyll soon realise were being heard when their profits take a https://t._,Negative,0.3141569215,0.3586707327,0.3271723458
Predicted,RT @Sarcoma_UK: Now its even easier to support #TeamSarcoma with @JustGiving. Were one of the first charities to accept #ApplePay. https:_,Positive,0.353133824,0.3226938111,0.3241723649
Predicted,You can now use #ApplePay as a way of donating to us on our @justgiving page. We're excited! @Apple_ https://t.co/Aev3ZXMkc4,Positive,0.3594830298,0.3180487034,0.3224682669
Predicted,RT @LifeHacksIRL: Apple Watch Tips &amp; Tricks! watchOS 4 Edition! https://t.co/XaqHjiexC9 #AppleWatch #AppleWatchSeries3 #applepay #wearables_,Neutral,0.3305358143,0.332749919,0.3367142667
Predicted,Apple Watch Tips &amp; Tricks! watchOS 4 Edition! https://t.co/XaqHjiexC9 #AppleWatch #AppleWatchSeries3 #applepay #wearables #tech,Neutral,0.3316410759,0.3320552089,0.3363037152
Predicted,RT @ushyaku: Are you ready to take your business to the next level? Just share your idea with our experts at @ushyaku and kick off your new_,Neutral,0.332058011,0.3213685295,0.3465734594
Predicted,"RT @flaviog: #Puromac 468: 'ApplePay con FaceID :-(' publicado!
https://t.co/1C0EQdrydr
https://t.co/O18LnFtl7v
https://t.co/zNQST06bvn
@fe_",Positive,0.3360075461,0.3319075532,0.3320849006
Predicted,"RT @Dazeinfo: According to Juniper Research, Apple Pay will rule the mobile wallet industry for the next few years.
Read: https://t.co/vT9X_",Positive,0.3481201009,0.3231326256,0.3287472735
Predicted,RT @kevinkeitai: But when you @AskTarget theyre still working on or looking into #ApplePay https://t.co/GjMiBkuv9J,Neutral,0.328256907,0.3238098009,0.347933292
Predicted,"RT @ChrisMcCrackin: @Target its almost 2018, why do you not accept #ApplePay in store yet? #GoodGrief",Positive,0.344121125,0.3253653234,0.3305135516
Predicted,"RT @govevue: UPDATE! you can now purchase #Vevue Tokens with #ApplePay. More ICO updates here:  https://t.co/nCOOsityjR

#fintech #ICO #cry_",Positive,0.3443681139,0.3238888671,0.331743019
Predicted,RT @WilliamKluss: @HEB you know what would be a better option then me holding my card? If you enable NFC. #ApplePay #getwiththetimes #badus_,Positive,0.3457643269,0.3211860114,0.3330496617
Predicted,RT @newmanhaley: @Target plz get set up with ApplePay already,Negative,0.331893244,0.3407497976,0.3273569585
Predicted,"RT @Daily_Dripper: When you need a new battery...
BAD 
#iPhone @Apple #ApplePay #SaturdayMotivation https://t.co/k8ur0Gv9DA",Neutral,0.3316071621,0.3221883166,0.3462045213
Predicted,"RT @hansemannnn: #ApplePay for #Titanium 2.0.0: Now with @braintree integration, improved production build-settings and more! 

https://t.c_",Negative,0.3325645093,0.3341494969,0.3332859939
Predicted,#CyberMonday #ecommerce  CyberSecurity CyberMonday Future of #retail shopping experience is powered by artificial i_ https://t.co/Ptfm6mzzF8,Neutral,0.3288698451,0.3175179852,0.3536121697
Predicted,"RT @Phronesis_inc: With the likes of #applepay and #AndroidPay growing everyday, along with the #contactless cards, would this be enough to_",Neutral,0.3288107172,0.3261545699,0.3450347129
Predicted,"RT @tkradio: If @wmata in DC and @Apple could find way to make @SmartTrip cards work via #iOS app, #applepay + #AppleWatch it would be so u_",Positive,0.344570391,0.3302434968,0.3251861122
Predicted,RT @CStoreNews_: CyberMondayEC  ecommerce  CyberSecurity #CyberMonday Future of #retail shopping experience is powered by artificial intell_,Neutral,0.3282395649,0.3236049876,0.3481554475
Predicted,CyberMondayEC  ecommerce  CyberSecurity #CyberMonday Future of #retail shopping experience is powered by artificial_ https://t.co/oZtooDtjzJ,Neutral,0.3320292149,0.3202394264,0.3477313587
Predicted,RT @LifeHacksIRL: Apple Watch Tips &amp; Tricks! watchOS 4 Edition! https://t.co/XaqHjiexC9 #AppleWatch #AppleWatchSeries3 #applepay #wearables,Neutral,0.3305358143,0.332749919,0.3367142667
Predicted,Apple Watch Tips &amp; Tricks! watchOS 4 Edition! https://t.co/XaqHjiexC9 #AppleWatch #AppleWatchSeries3 #applepay #wearables,Neutral,0.3329400783,0.3312405573,0.3358193643
Predicted,"RT @sffed: Hows #cash faring in the age of #ApplePay, #Bitcoin, &amp; #Square? Our #SFFed #Blog post answers using 42 #economies throughout th_",Neutral,0.3249252293,0.3317244115,0.3433503592
Predicted,RT @romanhg: Hi @N26_Support when can we expect #ApplePay support to arrive in Finland? Just got my card delivered and looking forward to u_,Positive,0.3381578804,0.3300046596,0.33183746
Predicted,"RT @obsoletegenius: Hey you guys, its Black Friday, and we are going to: Rock. It. So lets get out there and probe for business, and mak_",Positive,0.3435172739,0.3304810435,0.3260016826
Predicted,"RT @FixWMATA: Good thing those new faregates allow you to tap to pay using ApplePay and whatnot. 

Oh.

#WMATA",Negative,0.332576877,0.3346195169,0.3328036061
Predicted,"Good thing those new faregates allow you to tap to pay using ApplePay and whatnot. 

Oh.

#WMATA",Positive,0.3346436444,0.3337070564,0.3316492992
Predicted,"Hows #cash faring in the age of #ApplePay, #Bitcoin, &amp; #Square? Our #SFFed #Blog post answers using 42 #economies_ https://t.co/qncKcyrk6G",Neutral,0.3255769109,0.3301557825,0.3442673066
Predicted,RT @WeAreMotivation: You can now support @WeAreMotivation on @JustGiving with @Apple #ApplePay - you can donate with just a touch and it is_,Positive,0.3582461928,0.3174981942,0.324255613
Predicted,"RT @mikestokoe: Paying with #Apple by #stokoecartoons 
#ApplePay #Retail #BlackFriday https://t.co/NuRZIlpGFu",Neutral,0.3277532665,0.3255854746,0.3466612589
Predicted,"RT @ASPnix: Improve your #customer relations with top-quality #modules, #addons, #payment gateways &amp; more for #WHMCS! 
More Info, Visit Us:_",Neutral,0.3233179622,0.3249300561,0.3517519817
Predicted,"RT @puromac: #Puromac 468: 'ApplePay con FaceID :-(' publicado!
https://t.co/TBTJtUg0tu
https://t.co/J5gUBX7smL
https://t.co/kMWsRLuBkG
@fe_",Positive,0.3360075461,0.3319075532,0.3320849006
Predicted,RT @pymnts: .@adidas gets a mobile shopping app (finally) but it isn't just for shopping: https://t.co/j26W3TBmUZ #ApplePay #AndroidPay #at_,Positive,0.3368276407,0.3312826563,0.331889703
Predicted,"#Puromac 468: 'ApplePay con FaceID :-(' publicado!
https://t.co/TBTJtUg0tu
https://t.co/J5gUBX7smL_ https://t.co/1A5JXKKKfY",Positive,0.3446294145,0.32759872,0.3277718655
Predicted,RT @debogoso: I donated to @ageuklondon using #ApplePay on @JustGiving cos our fintech team is _ &amp; @jon_bedford is a pro https://t.co/ZWJqT_,Positive,0.3512412369,0.3206769023,0.3280818608
Predicted,RT @J0hnnyXm4s: Now @jaku and I are having trouble sorting out how the ApplePay beta works. I think were doing it wrong. https://t.co/EKEF_,Negative,0.3243735387,0.3523386923,0.323287769
Predicted,"RT @BKFUniversity: The question to ask yourself everytime you open your wallet ISNT how do I make this easier to do next time, the questi_",Positive,0.3495119214,0.3216991196,0.328788959
Predicted,RT @FortressGB: Congrats to everyone at @wembleystadium @apple pay (UK) and our team. Wembley scores UK first with contactless tickets - Fo_,Positive,0.3417240242,0.3267961012,0.3314798746
Predicted,RT @jamieparkins: Its the #JGAwards tonight &amp; weve just announced #ApplePay available to 1k+ UK charities making it easier for people to_,Positive,0.341829434,0.3302421435,0.3279284224
Predicted,Its the #JGAwards tonight &amp; weve just announced #ApplePay available to 1k+ UK charities making it easier for people to give. DOUBLE WIN! __,Positive,0.3419116404,0.3304041423,0.3276842173
Predicted,RT @MickLee93: All this hype about #FaceID for Apple Pay on the #iPhoneX and Im over here waiting for my bank to actually support #ApplePa_,Positive,0.3357604075,0.3307879075,0.333451685
Predicted,RT @jharycki: When will @NAB offer its customers ApplePay like @ANZ_AU announced today?,Negative,0.3313630036,0.3347592104,0.3338777859
Predicted,RT @rob_versaw: Interested in how #bitcoin will be used in the future? Check out my article in Forbes on how #ApplePay and #blockchain can_,Positive,0.3497111293,0.326095446,0.3241934247
Predicted,"RT @stiel: #ApplePay Makes First Deal With Major French Bank, Societe Generale https://t.co/9UfjgeS12i",Neutral,0.3247655527,0.3292255195,0.3460089278
Predicted,RT @FerhanPatel: The 10 countries where apps like #Venmo and #ApplePay could replace cash sooner than you think https://t.co/nJJZwGmdQO,Positive,0.3460756657,0.3239381896,0.3299861448
Predicted,"RT @MailandMoreEG: We accept #ApplePay and #SamsungPay for all your #shipping, #copies, #notary, #livescan, #packaging needs _ https://t.co_",Neutral,0.331367219,0.3342628452,0.3343699359
Predicted,"We accept #ApplePay and #SamsungPay for all your #shipping, #copies, #notary, #livescan, #packaging needs _ https://t.co/ObhSDmgSzJ",Positive,0.3334866192,0.3332085703,0.3333048105
Predicted,"RT @SagenceInc: #Blockchain will eliminate the shadow markets in our financial systems and, combined with #ApplePay, will allow your childr_",Neutral,0.3314314403,0.3283324622,0.3402360975
Predicted,"#ApplePay Makes First Deal With Major French Bank, Societe Generale https://t.co/9UfjgeS12i",Neutral,0.3264094041,0.326729942,0.346860654
Predicted,"RT @HEB: @WilliamKluss We are looking into ApplePay and all innovative ways to enhance the customer shopping experience. At H-E-B, your tho_",Negative,0.3250452122,0.3375924899,0.3373622979
Predicted,@WilliamKluss We are looking into ApplePay and all innovative ways to enhance the customer shopping experience. At_ https://t.co/3blseU4LiQ,Negative,0.3253473178,0.3396274341,0.3350252481
Predicted,RT @PivotalPayments: Walmart Pay may surpass #ApplePay for U.S. #mobilepayments  https://t.co/UxiafzijUL https://t.co/F2TBb4R1yB,Positive,0.3347770253,0.3311566608,0.3340663139
Predicted,RT @golm: Amazed that @Apple still doesnt accept #ApplePay for #AppleCare+ https://t.co/VKXcLhZoGf,Positive,0.3388848065,0.3281460609,0.3329691326
Predicted,RT @paulholze: I just used my face to pay for food. What a world we live in. #iphonex #applepay,Positive,0.3379906478,0.3301411119,0.3318682403
Predicted,I just used my face to pay for food. What a world we live in. #iphonex #applepay,Positive,0.3408035376,0.328643282,0.3305531804
Predicted,RT @sharonodea: @JasonBates Ironically I'm listening while drinking a pint I paid for with ApplePay. The barman was impressed at how speedy_,Positive,0.346657716,0.3244119503,0.3289303338
Predicted,RT @FairWitness1: @MetroUK @us@int @usmint @Interior @ENERGY @POTUS @FLOTUS @WaysandMeansGOP @WaysMeansCmte @SpeakerRyan #UNSC #UNGA @bitco_,Neutral,0.3198380892,0.3399893408,0.34017257
